;training;predicted;validation
2018-08-28 16:00:00;;65.63117625938416;64.29346593613165
2018-08-28 17:00:00;;66.20465924733692;64.48404155312952
2018-08-28 18:00:00;;66.78416895169836;65.49484095006554
2018-08-28 19:00:00;;67.420610650643;66.11041684063157
2018-08-28 20:00:00;;68.1502998782325;66.75478635087674
2018-08-28 21:00:00;;68.9510590699214;67.63379493838131
2018-08-28 22:00:00;;69.74533671571557;68.45435310633685
2018-08-28 23:00:00;;70.4579699551816;68.77965668551849
2018-08-29 00:00:00;;71.08099765471232;69.3628109550117
2018-08-29 01:00:00;;71.6841614068568;69.52674365146308
2018-08-29 02:00:00;;72.35538346214845;70.62076841669767
2018-08-29 03:00:00;;73.1202971444746;71.07822482437767
2018-08-29 04:00:00;;73.912342847775;71.24153576744337
2018-08-29 05:00:00;;74.62183335424974;71.32912699304994
2018-08-29 06:00:00;;75.18243200424801;72.07538750138137
2018-08-29 07:00:00;;75.62115995831138;73.28346096691862
2018-08-29 08:00:00;;76.0323939962214;73.84632892333941
2018-08-29 09:00:00;;76.50388770147596;74.03537140812443
2018-08-29 10:00:00;;77.0607156644045;74.18507982539248
2018-08-29 11:00:00;;77.66906970278005;74.96680130011872
2018-08-29 12:00:00;;78.28350775748231;75.86737890867245
2018-08-29 13:00:00;;78.88612783798033;76.31938637321662
2018-08-29 14:00:00;;79.4847020436133;77.02263546990312
2018-08-29 15:00:00;;80.08464165444288;77.93453177212987
2018-08-29 16:00:00;;80.6752171554519;78.55388776097246
2018-08-29 17:00:00;;81.2487001434009;79.33653032042332
2018-08-29 18:00:00;;81.82820984776622;79.95946314031863
2018-08-29 19:00:00;;82.46465154671213;80.2800276384157
2018-08-29 20:00:00;;83.19434077430257;80.87321956189858
2018-08-29 21:00:00;;83.99509996598728;81.70532264826063
2018-08-29 22:00:00;;84.78937761177625;82.03980492807514
2018-08-29 23:00:00;;85.5020108512521;82.97702979183406
2018-08-30 00:00:00;;86.12503855077614;83.50824997725852
2018-08-30 01:00:00;;86.72820230292167;84.25010890712184
2018-08-30 02:00:00;;87.39942435821617;
2018-08-30 03:00:00;;88.16433804054468;
2018-08-30 04:00:00;;88.95638374383826;
2018-08-30 05:00:00;;89.66587425031277;
2018-08-30 06:00:00;;90.22647290031227;
2018-08-30 07:00:00;;90.66520085437769;
2018-08-30 08:00:00;;91.07643489228248;
2018-08-30 09:00:00;;91.54792859753907;
2018-08-30 10:00:00;;92.10475656047007;
2018-08-30 11:00:00;;92.7131105988419;
2018-08-30 12:00:00;;93.32754865354296;
2018-08-30 13:00:00;;93.93016873404268;
2018-08-30 14:00:00;;94.52874293967955;
2018-08-30 15:00:00;;95.12868255050704;
2018-08-30 16:00:00;;95.71925805151545;
2018-08-30 17:00:00;;96.29274103946913;
2018-08-30 18:00:00;;96.87225074383115;
2018-08-30 19:00:00;;97.50869244277503;
2018-08-30 20:00:00;;98.23838167036276;
2018-08-30 21:00:00;;99.03914086205015;
2018-08-30 22:00:00;;99.83341850784421;
